Device: PMTC0000    Date: 18.01.2017
Name;ID;Reg ID;Menu;Type;User rights;Nonvolatile;Min value;Max value;Short name;Print format;Name;Value
LDM150A ;$11;$39;$41;float;A;NV;-3.40282346638529E38;3.40282346638529E38;Kd;%.6f;Kd;3.500000
LDM150A ;$11;$3A;$41;u8;A;;0;1;Manual;[OFF,ON];Manual control;OFF
LDM150A ;$11;$3B;$41;s16;ASr;;-128;128;TECDrive;%d;PID output;16
LDM150A ;$11;$3C;$41;s16;A;NV;-127;128;TECDriveMax;%d;PID output max;70
LDM150A ;$11;$3D;$41;s16;A;NV;-128;127;TECDriveMin;%d;PID output min;-70
LDM150A ;$11;$3E;$41;u16;AS;NV;1;1000;StabWnd;%.2f C;Stability window;1.50
LDM150A ;$11;$3F;$41;u16;AS;NV;0;120;StabWnd;%u s;Time to stay in window to be considered stable;10
LDM150A ;$11;$41;$41;float;ArSr;;-3.40282346638529E38;3.40282346638529E38;Rdisp;%g Ohm;Measured sensor resistance;1085.72448730469
LDM150A ;$11;$42;$41;s16;ArSr;;-1225;1225;TECVoltage;%.2fV;TEC Voltage;0.95
LDM150A ;$11;$43;$41;s16;ArSr;;-1250;1250;TECCurrent;%.2fA;TEC Driver Current;0.18
LDM150A ;$11;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware version;100218
PS5050  ;$16;$10;$0;u8;AUS;NV;0;2;Command;[STANDBY,STOP,RUN];Ch1 Command;STOP
PS5050  ;$16;$12;$2;u8;ArUrSr;;0;4;StateOsc;[STANDBY,IGNITION,STOP,RUN,FAILURE];Channel 1 state;STOP
PS5050  ;$16;$14;$4;u16;AUS;NV;0;2100;V1;%uV;Set channel 1 capacitor voltage;1395
PS5050  ;$16;$16;$6;u8;AUS;NV;0;1;ChON;[OFF,ON];Channel 1 ON/OFF;ON
PS5050  ;$16;$18;$8;u16;ArSr;;0;2100;Volt1;%uV;Measured channel 1 capacitor voltage;1394
PS5050  ;$16;$1A;$A;u16;ArUrSr;;0;65535;ErrCode1;%x;Channel 1 Error Code;0
PS5050  ;$16;$1C;$C;u8;ArUrSr;;0;5;ErrSrc;[-,INTERLOCK,HV CONNECTORS,FLASH LAMPS,OVERHEAT,CHARGER];Ch1 primary error source;-
PS5050  ;$16;$1E;$E;u32;AUrS;;0;4294967295;PulseCNTOsc;%u;Channel 1 pulse counter;561137273
PS5050  ;$16;$FF;$10;;;;;;;;Delay generator setup;
PS5050  ;$16;$20;$11;u16;AUS;NV;1;10000;RepRate;%.1fHz;Repetition Rate;50.0
PS5050  ;$16;$21;$12;u8;AUS;NV;0;1;SyncMode;[Internal,External];Ch1 Synchnization mode;External
PS5050  ;$16;$23;$14;u16;AUS;NV;50;30000;DlyOsc;%umks;Channel 1 triggering delay;50
PS5050  ;$16;$25;$16;u16;AUS;NV;50;30000;DlyOut;%umks;SyncOut1 delay;50
PS5050  ;$16;$26;$17;u16;AUS;NV;50;30000;DlyOut2;%umks;SyncOut2 delay;50
PS5050  ;$16;$FF;$20;;;;;;;;Configuration;
PS5050  ;$16;$27;$21;u16;A;NV;50;30000;PauseOsc;%umks;Channel 1 charge pause;4500
PS5050  ;$16;$29;$22;u16;A;NV;1;24420;AttOsc;%.1f;Channel 1 attenuation;514.1
PS5050  ;$16;$2A;$23;u16;A;NV;1;24420;AttAmp;%.1f;Channel 2 attenuation;514.4
PS5050  ;$16;$2B;$24;u16;AS;NV;0;2100;V1Lim;%uV;Channel 1 upper voltage limit;1600
PS5050  ;$16;$28;$25;u8;A;NV;0;1;FineChOp;[OFF,ON];Fine Charging Option;ON
PS5050  ;$16;$2C;$26;u16;ASr;NV;0;2100;dV;%uV;Charger delta V;10
PS5050  ;$16;$2D;$27;u16;AS;NV;1;10000;RepRateLim;%.1fHz;Repetition rate upper limit;50.0
PS5050  ;$16;$31;$27;u8;AS;NV;0;1;SShotMode;[OFF,ON];Single shot mode;OFF
PS5050  ;$16;$2E;$28;u8;AS;NV;0;1;lockdef;[NOT LOCKED,LOCKED];Lock state at power up;NOT LOCKED
PS5050  ;$16;$2F;$29;u8;A;NV;0;254;TestMode;%u;Test mode. Must be zero for normal operation!;0
PS5050  ;$16;$30;$2A;u8;AS;NV;0;100;contrast;%u;LCD Contrast Adjustment;60
PS5050  ;$16;$32;$2B;u8;AUrSr;NV;0;1;DefeatInterlock2;[OFF,ON];Defeat Safety Interlock;OFF
PS5050  ;$16;$33;$2C;u8;AS;NV;1;60;PwronDly;%u s;Poweron delay;5
PS5050  ;$16;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware version;100317
SY3PL50M;$20;$10;$0;u8;AUS;NV;0;1;State;[OFF,ON,Failure];State;OFF
SY3PL50M;$20;$14;$8;u8;AUrS;NV;0;1;SyncM;[Internal,External];Synchronization Mode;Internal
SY3PL50M;$20;$30;$8;u16;ArUrSr;;0;1000;ExtFreq;%.1fHz;External SyncIn frequency;0.0
SY3PL50M;$20;$18;$A;u16;ArSr;;0;660;PhdBias;%.2fV;Photodiode bias;6.00
SY3PL50M;$20;$19;$B;u32;ArUrSr;;0;4294967295;OptClk;%uHz;Optical Clock;0
SY3PL50M;$20;$1B;$B;u32;AUS;NV;2;524287;PreTDly;%u 1/OptClk;PRE-T delay;88659
SY3PL50M;$20;$1A;$B;u16;AUS;NV;10;65535;Delay1;%.1fns;OUT1 delay;10.6
SY3PL50M;$20;$1D;$B;u16;AUS;NV;10;65535;Delay2;%.1fns;OUT2 delay;537.3
SY3PL50M;$20;$1E;$B;u16;AUS;NV;10;65535;Delay3;%.1fns;OUT3 delay;520.1
SY3PL50M;$20;$1F;$B;u16;AUS;NV;10;65535;Delay4;%.1fns;OUT4 delay;149.9
SY3PL50M;$20;$20;$B;u16;AUS;NV;10;65535;Delay5;%.1fns;OUT5 delay;15.0
SY3PL50M;$20;$21;$B;u16;AUS;NV;10;65535;Delay6;%.1fns;SyncOut delay;24.9
SY3PL50M;$20;$23;$B;u8;ArUrSr;;0;3;CLKvalid;[NOCLOCK-NOLOCK,NOCLOCK-LOCKOK,CLOCKOK-NOLOCK,CLOCKOK-LOCKOK];Clock and lock detector;NOCLOCK-NOLOCK
SY3PL50M;$20;$24;$B;u32;AUrSr;NV;1;5000;RepRate;%uHz;Repetition rate;50
SY3PL50M;$20;$FF;$10;;;;;;;;Setup;
SY3PL50M;$20;$38;$11;u8;AS;NV;24;90;OscClock;%uMHz;Oscilator clock;89
SY3PL50M;$20;$33;$31;u16;AS;NV;0;1000;OptAmpDly;%uus;Optimal amplifier delay;128
SY3PL50M;$20;$34;$11;u32;AS;NV;2;524287;QswDly;%u 1/OptClk;QSW delay;88640
SY3PL50M;$20;$2B;$11;u8;AUrSr;NV;1;63;PreTDiv;%u;PRE-T clock divider;1
SY3PL50M;$20;$25;$11;u32;AUrS;NV;1;5000;RepRateMin;%uHz;Repetition rate low limit;50
SY3PL50M;$20;$26;$11;u32;AUrS;NV;1;5000;RepRateMax;%uHz;Repetition rate high limit;50
SY3PL50M;$20;$17;$11;u8;AUrS;NV;0;120;LampLensT;%us;Amplifier warming time;0
SY3PL50M;$20;$2A;$11;u8;AS;NV;0;1;SyncRPhase;%u;/SYNC Phase;0
SY3PL50M;$20;$32;$11;u8;AS;NV;0;134;StartupDelay;%us;Start->Lasing delay;5
SY3PL50M;$20;$35;$11;u8;AS;NV;0;15;PhdSyncDiv;[/1,/2,/4,/8,/16,/32,/64,/128,/256,/512,/1024,/2048,/4096,/8192,/16384,/32768];PHD sync divider;/1
SY3PL50M;$20;$29;$F;u8;A;;0;1;Calibrate;%u;Trigger calibrate LMK;0
SY3PL50M;$20;$FF;$20;;;;;;;;Laser controls;
SY3PL50M;$20;$36;$21;u8;AUS;;1;100;Energy;%u%;Amplification;1
SY3PL50M;$20;$37;$21;u8;AUS;;0;1;AmplOn;[OFF,ON];Amplifier On/Off;ON
SY3PL50M;$20;$2C;$21;u16;AS;NV;1;5000;FDivider;%u;Frequency divider;1
SY3PL50M;$20;$2F;$21;u8;AS;;0;2;BatchM;[Continuous,Burst,Trigger];Continuous / Burst mode / Trigger burst;Continuous
SY3PL50M;$20;$2D;$21;u16;AS;;1;50000;Pack;%u;Burst length, pulses;1
SY3PL50M;$20;$2E;$21;u16;ArSr;;1;50000;PackLeft;%u;Burst pulses to go;0
SY3PL50M;$20;$31;$21;u8;AS;;0;1;CDON;[OFF,ON];CD ON/OFF;ON
SY3PL50M;$20;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware SY3PL50M;111007
HV40W   ;$28;$10;$1;u8;AUS;NV;0;1;Pwr;[OFF,ON];Power switch;ON
HV40W   ;$28;$11;$2;u16;AUrS;NV;0;4000;SHV;%uV;Set HV voltage;1980
HV40W   ;$28;$12;$3;u16;ArUrSr;;0;4000;HV;%uV;HV voltage;1979
HV40W   ;$28;$13;$4;u16;ArUrSr;;0;4092;IHV;%.2fmA;HV current;0.06
HV40W   ;$28;$15;$6;u8;ArUrSr;;0;1;Enab;[OFF,ON];HV supply enabled;ON
HV40W   ;$28;$16;$7;u8;ArUrSr;;0;2;OK;[OFF,OK,BURST];Power circuit status;OK
HV40W   ;$28;$17;$8;u8;ArUrSr;;0;1;CL;[Current Limit,OK];Current limit status;OK
HV40W   ;$28;$FF;$10;;;;;;;;Calibrate;
HV40W   ;$28;$18;$11;u16;ASr;NV;5;500;IHL;%.1fmA;Current limit;12.0
HV40W   ;$28;$19;$12;s16;ASr;NV;-32767;32767;CHV;%d;Calibrate HV voltage;-44
HV40W   ;$28;$1A;$13;s16;ASr;NV;-32767;32767;CDHV;%d;Calibrate display HV voltage;-322
HV40W   ;$28;$14;$14;u16;ASr;NV;100;40000;Ki;%.1fV/A;Current sensor constant;362.0
HV40W   ;$28;$1C;$16;u16;ASr;NV;0;4000;SHVLim;%uV;High Voltage Limit;2500
PHD1K000;$30;$18;$0;u16;ArUrSr;;0;65535;Data;%u;Data;0
PHD1K000;$30;$11;$1;float;ArUrSr;;0;3.40282346638529E38;Mean;%f#Dim;Mean;0
PHD1K000;$30;$1E;$1;u16;ArSr;;0;65535;MeanPerc;%.1f%;Mean level;0.0
PHD1K000;$30;$12;$2;u16;ArUrSr;;0;1000;StdDev;%.1f%%;Standard deviation;0.0
PHD1K000;$30;$13;$3;float;ArUrSr;;0;3.40282346638529E38;Min;%f;Minimum;0
PHD1K000;$30;$14;$4;float;ArUrSr;;0;3.40282346638529E38;Max;%f;Maximum;0
PHD1K000;$30;$15;$5;u16;AUS;NV;10;65535;Batch;%upulses;Batch size;100
PHD1K000;$30;$16;$6;u8;AUS;NV;0;8;Atten;[/1,/2,/4,/8,/16,/32,/64,/128,/256];Attenuator position;/1
PHD1K000;$30;$FF;$10;;;;;;;;Acquisition mode;
PHD1K000;$30;$17;$11;u8;AS;NV;0;2;SyncM;[RISE,FALL,POLL];Sync mode;RISE
PHD1K000;$30;$FF;$20;;;;;;;;Calibrate;
PHD1K000;$30;$19;$21;float;AS;NV;1.17549435082229E-38;3.40282346638529E38;Nominal;%f;Nominal;100
PHD1K000;$30;$1A;$25;float;A;NV;1.17549435082229E-38;9.99999968028569E37;CalConst;%f;Calibrate constant;0.00647
PHD1K000;$30;$1B;$26;str8;A;NV;0;0;Dim;%s;Format and dimension;ÿÿÿÿÿÿÿ
PHD1K000;$30;$1C;$27;u16;A;NV;1;3000;MaxRate;%uHz;Max sampling rate;1000
PHD1K000;$30;$1D;$28;u16;A;NV;0;10000;Offset;%u;ADC offset;0
PHD1K000;$30;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Version; 91218
PHD1K000;$31;$18;$0;u16;ArUrSr;;0;65535;Data;%u;Data;0
PHD1K000;$31;$11;$1;float;ArUrSr;;0;3.40282346638529E38;Mean;%f#Dim;Mean;0
PHD1K000;$31;$1E;$1;u16;ArSr;;0;65535;MeanPerc;%.1f%;Mean level;0.0
PHD1K000;$31;$12;$2;u16;ArUrSr;;0;1000;StdDev;%.1f%%;Standard deviation;0.0
PHD1K000;$31;$13;$3;float;ArUrSr;;0;3.40282346638529E38;Min;%f;Minimum;0
PHD1K000;$31;$14;$4;float;ArUrSr;;0;3.40282346638529E38;Max;%f;Maximum;0
PHD1K000;$31;$15;$5;u16;AUS;NV;10;65535;Batch;%upulses;Batch size;100
PHD1K000;$31;$16;$6;u8;AUS;NV;0;8;Atten;[/1,/2,/4,/8,/16,/32,/64,/128,/256];Attenuator position;/1
PHD1K000;$31;$FF;$10;;;;;;;;Acquisition mode;
PHD1K000;$31;$17;$11;u8;AS;NV;0;2;SyncM;[RISE,FALL,POLL];Sync mode;RISE
PHD1K000;$31;$FF;$20;;;;;;;;Calibrate;
PHD1K000;$31;$19;$21;float;AS;NV;1.17549435082229E-38;3.40282346638529E38;Nominal;%f;Nominal;100
PHD1K000;$31;$1A;$25;float;A;NV;1.17549435082229E-38;9.99999968028569E37;CalConst;%f;Calibrate constant;0.0057
PHD1K000;$31;$1B;$26;str8;A;NV;0;0;Dim;%s;Format and dimension;ÿÿÿÿÿÿÿ
PHD1K000;$31;$1C;$27;u16;A;NV;1;3000;MaxRate;%uHz;Max sampling rate;1000
PHD1K000;$31;$1D;$28;u16;A;NV;0;10000;Offset;%u;ADC offset;436
PHD1K000;$31;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Version; 91218
SM5-3   ;$32;$10;$0;u8;AUS;NV;0;1;Mode0;[POSITIONING,VELOCITY];Mode;POSITIONING
SM5-3   ;$32;$11;$1;s32;AUS;NV;-2147483648;2147483647;TrgPos0;%d;Target position;40000
SM5-3   ;$32;$12;$2;s32;ArUrSr;;-2147483648;2147483647;CurPos0;%d;Current position;40000
SM5-3   ;$32;$13;$3;s16;AUS;NV;-20000;20000;v_target;%dHz;Target speed (velocity mode);1000
SM5-3   ;$32;$14;$4;u8;AUS;;0;3;status0;[IDLE,RUNNING,TO_HOME,FAILURE];Status;IDLE
SM5-3   ;$32;$FF;$10;;;;;;;;Motor Setup;
SM5-3   ;$32;$1F;$11;u8;AUrS;NV;0;3;usrs0;[1/1,1/2,1/4,1/8];Microstep resolution;1/8
SM5-3   ;$32;$21;$13;u8;AS;NV;0;1;SR;[Disable,Enable];Synchronous rectification;Enable
SM5-3   ;$32;$20;$12;u16;AUrS;NV;1;20000;v_maxph0;%uHz;Maximum motor velocity;3000
SM5-3   ;$32;$22;$14;u16;AUrS;NV;2;20000;v_min;%uHz;Minimum motor velocity;1000
SM5-3   ;$32;$23;$15;u16;AUrS;NV;0;5000;a_max;%uHz/s;Acceleration;800
SM5-3   ;$32;$28;$1A;u8;AUrS;NV;0;250;current0;%.2fA;Winding chopping current;0.50
SM5-3   ;$32;$2A;$1C;u8;AUrS;NV;0;5;ref_conf0;[NONE,LEFT,RIGHT,LEFT or RIGHT,HOME,HOME or RIGHT];Stop on refswitches;NONE
SM5-3   ;$32;$2B;$1D;u8;AUrS;NV;0;7;ref_pol0;[---,H--,-L-,HL-,--R,H-R,-LR,HLR];Invert reference switches;---
SM5-3   ;$32;$2C;$1E;u8;AUrS;NV;0;1;stop_mode0;[ABRUPT,SOFT];Mode of stopping on refswitches;SOFT
SM5-3   ;$32;$2D;$1F;u8;AUrS;NV;0;6;homingm0;[DISABLED,Hm 1->0,Hm 0->1,Hm 1->0  Lf 1->0,Hm 1->0  Lf 0->1,Lf 1->0,Lf 0->1];Reference search mode;Hm 0->1
SM5-3   ;$32;$60;$1F;u8;AUS;NV;0;1;SPwr;[OFF,ON];Reference sensors power;ON
SM5-3   ;$32;$64;$68;u8;ArUrSr;;0;7;switches0;[---,H--,-L-,HL-,--R,H-R,-LR,HLR];Active switches;---
SM5-3   ;$32;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware SM5;121120
SM5-4   ;$33;$10;$0;u8;AUS;NV;0;1;Mode0;[POSITIONING,VELOCITY];Mode;POSITIONING
SM5-4   ;$33;$11;$1;s32;AUS;NV;-2147483648;2147483647;TrgPos0;%d;Target position;117500
SM5-4   ;$33;$12;$2;s32;ArUrSr;;-2147483648;2147483647;CurPos0;%d;Current position;117500
SM5-4   ;$33;$13;$3;s16;AUS;NV;-20000;20000;v_target;%dHz;Target speed (velocity mode);0
SM5-4   ;$33;$14;$4;u8;AUS;;0;3;status0;[IDLE,RUNNING,TO_HOME,FAILURE];Status;IDLE
SM5-4   ;$33;$FF;$10;;;;;;;;Motor Setup;
SM5-4   ;$33;$1F;$11;u8;AUrS;NV;0;3;usrs0;[1/1,1/2,1/4,1/8];Microstep resolution;1/8
SM5-4   ;$33;$21;$13;u8;AS;NV;0;1;SR;[Disable,Enable];Synchronous rectification;Enable
SM5-4   ;$33;$20;$12;u16;AUrS;NV;1;20000;v_maxph0;%uHz;Maximum motor velocity;4000
SM5-4   ;$33;$22;$14;u16;AUrS;NV;2;20000;v_min;%uHz;Minimum motor velocity;500
SM5-4   ;$33;$23;$15;u16;AUrS;NV;0;5000;a_max;%uHz/s;Acceleration;800
SM5-4   ;$33;$28;$1A;u8;AUrS;NV;0;250;current0;%.2fA;Winding chopping current;0.50
SM5-4   ;$33;$2A;$1C;u8;AUrS;NV;0;5;ref_conf0;[NONE,LEFT,RIGHT,LEFT or RIGHT,HOME,HOME or RIGHT];Stop on refswitches;NONE
SM5-4   ;$33;$2B;$1D;u8;AUrS;NV;0;7;ref_pol0;[---,H--,-L-,HL-,--R,H-R,-LR,HLR];Invert reference switches;---
SM5-4   ;$33;$2C;$1E;u8;AUrS;NV;0;1;stop_mode0;[ABRUPT,SOFT];Mode of stopping on refswitches;SOFT
SM5-4   ;$33;$2D;$1F;u8;AUrS;NV;0;6;homingm0;[DISABLED,Hm 1->0,Hm 0->1,Hm 1->0  Lf 1->0,Hm 1->0  Lf 0->1,Lf 1->0,Lf 0->1];Reference search mode;Hm 0->1
SM5-4   ;$33;$60;$1F;u8;AUS;NV;0;1;SPwr;[OFF,ON];Reference sensors power;ON
SM5-4   ;$33;$64;$68;u8;ArUrSr;;0;7;switches0;[---,H--,-L-,HL-,--R,H-R,-LR,HLR];Active switches;H--
SM5-4   ;$33;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware SM5;121120
__license:f19b8748bcc477bc8047fc04f3eb1053
